gpu_uuid,implementation,batch,heads,head_dim,dtype,sequence,status,latency_ms,peak_memory_gb
GPU-af815c34-e868-2ca8-0057-81c8ac28573e,naive,4,32,128,BF16,5120,OOM,,
GPU-af815c34-e868-2ca8-0057-81c8ac28573e,naive,4,32,128,BF16,4608,SUCCESS,1100.58154296875,20.84375
GPU-af815c34-e868-2ca8-0057-81c8ac28573e,naive,4,32,128,BF16,4864,SUCCESS,1470.4137369791667,23.1875
GPU-af815c34-e868-2ca8-0057-81c8ac28573e,naive,4,32,128,BF16,4992,SUCCESS,2762.0309244791665,24.40625
