elapsed_seconds,tflops
0.004068851470947266,44.69082598094696
0.0071697235107421875,46.48887157281903
0.010541677474975586,44.330111969677795
0.013806819915771484,45.07637484510918
0.01725459098815918,41.83396267339497
0.020295143127441406,46.68950131516421
0.02330303192138672,46.84482121071702
0.026246309280395508,47.912442200148135
0.029198408126831055,47.82441762472785
0.0324862003326416,43.366863301832744
0.03557419776916504,46.17003328821125
0.038533687591552734,47.771753999358374
0.04150104522705078,47.77972455980593
0.04444146156311035,47.775471679475906
0.047411203384399414,47.80046522624953
0.050731658935546875,43.01031782971973
0.05374026298522949,46.6028722180616
0.05673837661743164,47.03360151818512
0.05973005294799805,47.06761854812708
0.06271529197692871,47.799399030134616
0.06600069999694824,43.11047370182448
0.06902194023132324,47.04545081982777
0.07198405265808105,47.54015146782673
0.07492494583129883,47.80471859334791
0.07790279388427734,47.48548688734081
0.0811767578125,43.3095751032719
0.08420300483703613,46.59074019367254
0.087158203125,47.769628173969146
0.09010815620422363,47.49966668070935
0.09310746192932129,47.50334213119063
0.09614372253417969,46.474786683411914
0.09936833381652832,43.86334737665426
0.1023252010345459,47.46501860059016
0.10528302192687988,47.76113072116624
0.10822772979736328,47.802058663746834
0.11119723320007324,47.87879604855709
0.11423254013061523,47.035144237881966
0.11748957633972168,43.59310865158836
0.12044048309326172,47.751038235689286
0.12339186668395996,47.83560098122547
0.12634730339050293,47.775471679475906
0.12934565544128418,47.53120636589033
0.1325702667236328,43.84319755594788
0.13561248779296875,46.62664986295147
0.1385669708251953,47.810043305945264
0.14156270027160645,47.45138678224878
0.14457345008850098,47.060398586950924
0.1475222110748291,47.85692257488134
0.15076208114624023,43.26420213566517
0.15370678901672363,47.760066279033175
0.15666604042053223,47.855321504924746
0.15967917442321777,46.99294783096872
0.16263175010681152,47.797805769942286
0.16583752632141113,43.82261982717611
0.16879487037658691,47.44247504972528
0.1717393398284912,47.58070139830123
0.17490267753601074,44.447096551404776
0.17789316177368164,47.31443004542195
0.18085885047912598,47.45400782788618
0.184187650680542,42.56235531254033
0.18715596199035645,47.456629163094014
0.19010663032531738,47.490212544367935
0.19304943084716797,47.771753999358374
0.19599461555480957,47.608656487500866
0.19922089576721191,44.126075234180625
0.20225238800048828,46.762193417335
0.20523452758789062,46.94876985061729
0.20819520950317383,47.58175786024698
0.21118617057800293,46.83970931429582
0.2141742706298828,47.33998138984402
0.21731328964233398,46.00781063120338
0.22031283378601074,46.85759631260668
0.22327160835266113,47.58491967163455
0.22623181343078613,47.617630767282
0.22922420501708984,47.6313582837913
0.2324357032775879,44.02250197892698
0.23546862602233887,46.58214877221406
0.23843741416931152,47.5385715227475
0.24140381813049316,47.33372311141792
0.2443985939025879,47.610768009714036
0.24740338325500488,47.085164713194125
0.2506265640258789,44.17781461369971
0.25363898277282715,46.8463515709365
0.2566828727722168,46.624119413706346
0.25964856147766113,47.28421670912613
0.26261472702026367,47.23481375625697
0.26581525802612305,44.39472145890629
0.26886415481567383,46.42906780784092
0.271820068359375,47.65408568014396
