elapsed_seconds,timestamp,gpu_uuid,sm_clock_mhz,memory_clock_mhz,temperature_c,power_w,utilization_percent
770.1932780742645,2026/09/18 11:29:47.723,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.08,95
775.2253737449646,2026/09/18 11:29:52.756,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.39,95
780.2579338550568,2026/09/18 11:29:57.788,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.57,96
785.2903742790222,2026/09/18 11:30:02.820,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.66,96
790.3226430416107,2026/09/18 11:30:07.853,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.63,96
795.3547070026398,2026/09/18 11:30:12.885,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.92,96
800.3873805999756,2026/09/18 11:30:17.918,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.76,96
805.420458316803,2026/09/18 11:30:22.951,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.57,96
810.4536511898041,2026/09/18 11:30:27.984,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,163.00,96
815.4863293170929,2026/09/18 11:30:33.017,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.66,96
820.51917719841,2026/09/18 11:30:38.050,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.59,96
825.551988363266,2026/09/18 11:30:43.081,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.70,96
830.5841820240021,2026/09/18 11:30:48.115,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.53,96
835.6171545982361,2026/09/18 11:30:53.148,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.33,95
840.6502754688263,2026/09/18 11:30:58.180,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.51,95
845.6823964118958,2026/09/18 11:31:03.212,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.79,96
850.7154459953308,2026/09/18 11:31:08.246,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.62,95
855.7485911846161,2026/09/18 11:31:13.279,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.49,95
860.7818720340729,2026/09/18 11:31:18.312,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.67,95
865.8147447109222,2026/09/18 11:31:23.345,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.91,96
870.847496509552,2026/09/18 11:31:28.378,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.94,96
875.8804135322571,2026/09/18 11:31:33.411,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.80,96
880.9129750728607,2026/09/18 11:31:38.444,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.38,96
885.9461023807526,2026/09/18 11:31:43.476,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.97,96
890.9790623188019,2026/09/18 11:31:48.509,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.94,96
896.0124881267548,2026/09/18 11:31:53.542,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.64,96
901.0447256565094,2026/09/18 11:31:58.576,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.87,96
906.0777866840363,2026/09/18 11:32:03.608,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.87,96
911.1101241111755,2026/09/18 11:32:08.640,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.35,95
916.1422703266144,2026/09/18 11:32:13.673,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.93,96
921.1756219863892,2026/09/18 11:32:18.706,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.64,96
926.2080986499786,2026/09/18 11:32:23.738,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.73,96
931.2404766082764,2026/09/18 11:32:28.770,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.73,96
936.2722508907318,2026/09/18 11:32:33.802,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.30,96
941.3041338920593,2026/09/18 11:32:38.834,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.29,96
946.3368330001831,2026/09/18 11:32:43.868,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.58,95
951.3694050312042,2026/09/18 11:32:48.901,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.43,96
956.4031226634979,2026/09/18 11:32:53.933,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.50,96
961.4363214969635,2026/09/18 11:32:58.967,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.12,95
966.4693174362183,2026/09/18 11:33:04.000,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,161.85,95
971.5020701885223,2026/09/18 11:33:09.033,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.58,96
976.5352427959442,2026/09/18 11:33:14.065,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.67,96
981.5670962333679,2026/09/18 11:33:19.098,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.09,96
986.5999989509583,2026/09/18 11:33:24.131,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.58,95
991.633049249649,2026/09/18 11:33:29.164,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.89,96
996.6663825511932,2026/09/18 11:33:34.197,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.65,96
1001.700448513031,2026/09/18 11:33:39.232,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.32,96
1006.7340831756592,2026/09/18 11:33:44.265,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.40,96
1011.7661125659943,2026/09/18 11:33:49.296,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,61,162.56,96
1016.7987947463989,2026/09/18 11:33:54.331,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.56,96
1021.8334279060364,2026/09/18 11:33:59.364,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.26,96
1026.8662793636322,2026/09/18 11:34:04.396,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.79,96
1031.899389743805,2026/09/18 11:34:09.430,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,161.96,94
1036.932520866394,2026/09/18 11:34:14.464,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.93,96
1041.9654364585876,2026/09/18 11:34:19.496,GPU-af815c34-e868-2ca8-0057-81c8ac28573e,2632,13801,62,162.72,96
